tmasque	none	1500	udp	alldown	COLLAPSE	~0	ovld	6x1G UDP-R into ~1.3G single-queue pipe; iperf3 -R starves/hangs 
tmasque	rps	1500	tcp	1up	1.25	3.03	-	c0:1.25 
tmasque	rps	1500	tcp	1down	1.21	3.38	-	c0:1.21 
tmasque	rps	1500	tcp	half	1.37	4.08	-	c0:0.48 c1:0.06 c2:0.07 c3:0.26 c4:0.13 c5:0.37 
tmasque	rps	1500	tcp	allup	1.39	3.81	-	c0:0.72 c1:0.10 c2:0.09 c3:0.23 c4:0.10 c5:0.14 
tmasque	rps	1500	tcp	alldown	1.19	3.49	-	c0:0.47 c1:0.10 c2:0.11 c3:0.09 c4:0.16 c5:0.27 
tmasque	rps	1500	udp	1up	1.41	2.94	30.0	c0:1.41 
tmasque	rps	1500	udp	1down	1.43	3.32	26.0	c0:1.43 
tmasque	rps	1500	udp	half	2.32	3.34	69.5	c0:NA c1:0.00 c2:0.25 c3:0.92 c4:0.57 c5:0.58 
tmasque	rps	1500	udp	allup	1.30	3.85	91.5	c0:0.46 c1:0.16 c2:0.27 c3:0.16 c4:0.13 c5:0.12 
tmasque	rps	1500	udp	alldown	2.38	3.42	69.2	c0:0.00 c1:0.35 c2:0.41 c3:0.90 c4:0.45 c5:0.27 
