tmasque	rss	9000	tcp	1up	2.81	3.06	71	-	c0:2.81 	32|33|32|71|34|33|34|37
tmasque	rss	9000	tcp	1down	2.19	2.95	38	-	c0:2.19 	37|36|38|36|38|38|37|35
tmasque	rss	9000	tcp	half	7.99	6.26	82	-	c0:1.60 c1:0.83 c2:1.15 c3:1.33 c4:1.58 c5:1.50 	79|78|73|80|76|82|78|80
tmasque	rss	9000	tcp	allup	7.80	6.11	82	-	c0:1.80 c1:1.23 c2:1.21 c3:1.16 c4:1.02 c5:1.38 	79|68|76|79|76|77|82|74
tmasque	rss	9000	tcp	alldown	8.18	6.35	82	-	c0:1.74 c1:1.26 c2:1.26 c3:1.22 c4:1.34 c5:1.36 	79|79|80|81|79|82|80|76
tmasque	rss	9000	udp	1up	1.96	2.25	32	1.9	c0:1.96 	27|28|28|32|28|28|27|27
tmasque	rss	9000	udp	1down	1.96	2.30	33	2.1	c0:1.96 	30|27|29|24|29|28|33|30
tmasque	rss	9000	udp	half	5.95	6.20	90	49.7	c0:0.75 c1:0.78 c2:0.87 c3:1.28 c4:1.18 c5:1.09 	76|78|72|78|82|90|68|75
tmasque	rss	9000	udp	allup	4.52	6.07	90	63.3	c0:0.65 c1:0.80 c2:0.87 c3:0.67 c4:0.77 c5:0.76 	68|70|70|90|70|84|83|71
tmasque	rss	9000	udp	alldown	6.57	5.41	71	39.5	c0:0.99 c1:0.97 c2:1.25 c3:1.21 c4:1.33 c5:0.83 	68|67|71|68|67|70|63|68
tmasque	none	9000	tcp	1up	2.66	3.29	44	-	c0:2.66 	44|41|41|40|42|42|39|41
tmasque	none	9000	tcp	1down	2.19	3.31	50	-	c0:2.19 	50|39|44|40|40|39|40|39
tmasque	none	9000	tcp	half	2.67	3.85	64	-	c0:1.96 c1:0.11 c2:0.12 c3:0.17 c4:0.16 c5:0.15 	64|46|46|47|46|45|46|45
tmasque	none	9000	tcp	allup	2.94	3.97	60	-	c0:2.08 c1:0.16 c2:0.20 c3:0.16 c4:0.18 c5:0.16 	60|48|48|48|49|47|47|48
tmasque	none	9000	tcp	alldown	2.92	4.13	71	-	c0:2.06 c1:0.17 c2:0.17 c3:0.17 c4:0.18 c5:0.17 	71|49|49|50|49|48|48|49
tmasque	none	9000	udp	1up	1.93	2.16	31	3.4	c0:1.93 	31|29|25|28|27|25|25|26
tmasque	none	9000	udp	1down	1.94	2.21	32	2.9	c0:1.94 	32|28|28|28|27|27|28|24
tmasque	none	9000	udp	half	3.48	3.41	52	71.3	c0:0.97 c1:0.36 c2:0.49 c3:0.55 c4:0.56 c5:0.55 	52|43|42|41|41|42|41|40
tmasque	none	9000	udp	allup	2.68	3.21	47	81.0	c0:0.79 c1:0.36 c2:0.42 c3:0.37 c4:0.38 c5:0.37 	47|42|39|39|39|38|41|38
tmasque	none	9000	udp	alldown	3.19	3.64	58	67.2	c0:NA c1:0.62 c2:0.61 c3:0.64 c4:0.66 c5:0.66 	58|45|44|43|44|43|43|43
tmasque	rps	9000	tcp	1up	2.68	3.33	46	-	c0:2.68 	46|42|41|41|41|41|40|40
tmasque	rps	9000	tcp	1down	2.21	3.32	52	-	c0:2.21 	52|40|40|39|40|41|41|40
tmasque	rps	9000	tcp	half	2.70	3.92	65	-	c0:2.08 c1:0.11 c2:0.11 c3:0.13 c4:0.14 c5:0.13 	65|47|47|47|47|47|46|47
tmasque	rps	9000	tcp	allup	2.77	3.76	55	-	c0:2.09 c1:0.14 c2:0.14 c3:0.14 c4:0.14 c5:0.14 	55|46|48|46|46|45|45|45
tmasque	rps	9000	tcp	alldown	2.95	4.12	71	-	c0:2.25 c1:0.14 c2:0.13 c3:0.14 c4:0.14 c5:0.14 	71|48|49|49|49|48|49|48
tmasque	rps	9000	udp	1up	1.90	2.21	33	4.9	c0:1.90 	33|30|26|27|26|26|27|26
tmasque	rps	9000	udp	1down	1.95	2.23	32	2.5	c0:1.95 	32|28|28|26|27|28|28|26
tmasque	rps	9000	udp	half	5.03	3.49	54	59.1	c0:1.93 c1:0.37 c2:0.56 c3:0.72 c4:0.73 c5:0.73 	54|44|43|42|43|40|42|42
tmasque	rps	9000	udp	allup	2.76	3.18	47	75.4	c0:NA c1:0.56 c2:0.60 c3:0.64 c4:0.38 c5:0.59 	47|40|40|38|39|38|38|38
tmasque	rps	9000	udp	alldown	5.13	3.76	62	56.7	c0:1.95 c1:0.62 c2:0.63 c3:0.64 c4:0.64 c5:0.65 	62|46|45|44|44|45|45|44
tmasque	rss	1500	tcp	1up	1.62	3.19	65	-	c0:1.62 	35|37|65|36|38|36|36|36
tmasque	rss	1500	tcp	1down	1.09	3.03	40	-	c0:1.09 	38|37|37|40|38|38|38|37
tmasque	rss	1500	tcp	half	3.84	6.16	84	-	c0:0.75 c1:0.29 c2:0.90 c3:0.81 c4:0.81 c5:0.28 	72|73|83|74|77|84|77|76
tmasque	rss	1500	tcp	allup	3.63	6.10	83	-	c0:0.87 c1:0.37 c2:0.68 c3:0.66 c4:0.42 c5:0.64 	83|76|83|75|72|70|74|78
tmasque	rss	1500	tcp	alldown	4.37	6.46	84	-	c0:0.99 c1:0.76 c2:0.58 c3:0.56 c4:0.77 c5:0.71 	80|77|82|79|83|83|77|84
tmasque	rss	1500	udp	1up	1.53	3.10	63	23.0	c0:1.53 	35|34|63|36|36|37|35|34
tmasque	rss	1500	udp	1down	1.14	2.98	48	43.0	c0:1.14 	48|30|33|33|31|39|47|36
tmasque	rss	1500	udp	half	2.72	6.25	87	70.5	c0:0.39 c1:0.52 c2:0.51 c3:0.34 c4:0.22 c5:0.75 	85|76|87|74|80|78|68|75
tmasque	rss	1500	udp	allup	2.35	5.97	81	81.8	c0:0.35 c1:0.32 c2:0.31 c3:0.32 c4:0.59 c5:0.46 	68|71|81|71|79|81|78|68
tmasque	rss	1500	udp	alldown	2.89	5.14	69	62.0	c0:0.59 c1:0.49 c2:0.39 c3:0.34 c4:0.49 c5:0.58 	58|66|68|68|69|66|66|53
tmasque	none	1500	tcp	1up	1.33	3.35	44	-	c0:1.33 	41|42|43|44|42|41|42|40
tmasque	none	1500	tcp	1down	1.10	3.29	49	-	c0:1.10 	49|40|41|40|40|40|40|39
tmasque	none	1500	tcp	half	1.15	3.31	56	-	c0:0.34 c1:0.09 c2:0.08 c3:0.16 c4:0.16 c5:0.32 	56|39|40|38|39|40|39|40
tmasque	none	1500	tcp	allup	1.39	3.69	50	-	c0:1.03 c1:0.07 c2:0.07 c3:0.07 c4:0.07 c5:0.07 	50|47|46|45|45|45|46|45
tmasque	none	1500	tcp	alldown	1.25	3.89	64	-	c0:0.66 c1:0.12 c2:0.13 c3:0.11 c4:0.11 c5:0.12 	64|46|47|46|47|47|46|45
tmasque	none	1500	udp	1up	1.40	2.96	40	30.0	c0:1.40 	40|39|37|38|35|36|36|35
tmasque	none	1500	udp	1down	1.24	3.39	44	38.0	c0:1.24 	44|43|43|42|41|43|40|42
